Hour Slot,count,time,temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,apparent_temperature,windgusts_10m,weathercode
01/12/2024 16,739,2024-01-12T16:00,2.2,97.0,2.1,32.7,-4.5,54.0,61
01/12/2024 17,651,2024-01-12T17:00,2.1,98.0,2.6,26.9,-3.7,47.2,63
01/12/2024 18,678,2024-01-12T18:00,2.3,97.0,1.1,22.3,-2.8,38.9,55
01/12/2024 19,535,2024-01-12T19:00,0.7,97.0,0.1,25.2,-5.1,37.1,51
01/12/2024 20,438,2024-01-12T20:00,0.1,98.0,0.0,27.9,-6.1,40.7,3
01/12/2024 21,365,2024-01-12T21:00,0.3,95.0,0.0,27.1,-5.8,41.0,3
01/12/2024 22,343,2024-01-12T22:00,0.3,94.0,0.0,27.1,-5.9,39.6,3
01/12/2024 23,247,2024-01-12T23:00,0.3,93.0,0.1,25.1,-5.6,39.6,51
01/13/2024 00,205,2024-01-13T00:00,0.1,91.0,0.2,27.0,-6.1,39.6,71
01/13/2024 01,141,2024-01-13T01:00,-0.7,89.0,0.3,32.0,-7.9,45.7,73
01/13/2024 02,86,2024-01-13T02:00,-1.4,86.0,0.3,33.8,-8.9,49.0,73
01/13/2024 03,85,2024-01-13T03:00,-2.9,82.0,0.2,36.9,-11.2,55.4,71
01/13/2024 04,64,2024-01-13T04:00,-3.7,82.0,0.2,35.3,-11.8,54.0,71
01/13/2024 05,90,2024-01-13T05:00,-3.8,78.0,0.1,33.5,-11.7,51.1,71
01/13/2024 06,140,2024-01-13T06:00,-3.7,79.0,0.0,31.6,-11.3,48.2,71
01/13/2024 07,166,2024-01-13T07:00,-3.2,83.0,0.2,29.5,-10.4,44.6,71
01/13/2024 08,238,2024-01-13T08:00,-3.4,81.0,0.2,31.0,-10.9,44.6,71
01/13/2024 09,376,2024-01-13T09:00,-3.5,79.0,0.1,32.1,-11.1,45.7,71
01/13/2024 10,471,2024-01-13T10:00,-3.7,77.0,0.1,31.3,-11.3,49.7,71
01/13/2024 11,503,2024-01-13T11:00,-3.0,70.0,0.0,34.0,-11.1,50.4,3
01/13/2024 12,598,2024-01-13T12:00,-3.1,70.0,0.0,33.1,-11.0,50.8,3
01/13/2024 13,613,2024-01-13T13:00,-4.3,72.0,0.0,33.3,-12.4,52.6,3
01/13/2024 14,600,2024-01-13T14:00,-5.1,72.0,0.0,29.9,-12.7,49.7,3
01/13/2024 15,646,2024-01-13T15:00,-6.0,72.0,0.0,31.3,-13.9,46.4,3
01/13/2024 16,634,2024-01-13T16:00,-8.5,75.0,0.0,32.0,-16.6,49.3,3
01/13/2024 17,620,2024-01-13T17:00,-11.1,76.0,0.0,33.8,-19.6,50.4,3
01/13/2024 18,834,2024-01-13T18:00,-12.3,73.0,0.0,32.7,-20.7,50.4,3
01/13/2024 19,631,2024-01-13T19:00,-13.3,73.0,0.1,32.4,-21.7,47.9,71
01/13/2024 20,465,2024-01-13T20:00,-14.1,72.0,0.0,34.3,-22.9,50.4,3
01/13/2024 21,455,2024-01-13T21:00,-15.2,70.0,0.1,35.7,-24.2,52.9,71
01/13/2024 22,574,2024-01-13T22:00,-15.9,70.0,0.1,36.3,-25.1,54.0,71
01/13/2024 23,441,2024-01-13T23:00,-16.6,67.0,0.1,38.4,-26.1,56.9,71
01/14/2024 00,339,2024-01-14T00:00,-17.4,68.0,0.1,38.0,-26.8,57.6,71
01/14/2024 01,246,2024-01-14T01:00,-18.1,68.0,0.1,39.1,-27.7,58.0,71
01/14/2024 02,140,2024-01-14T02:00,-18.8,68.0,0.1,38.7,-28.4,58.0,71
01/14/2024 03,88,2024-01-14T03:00,-19.5,67.0,0.1,38.6,-29.1,57.6,71
01/14/2024 04,70,2024-01-14T04:00,-20.3,66.0,0.0,36.4,-29.6,57.2,2
01/14/2024 05,58,2024-01-14T05:00,-21.4,67.0,0.0,34.3,-30.4,54.0,1
01/14/2024 06,134,2024-01-14T06:00,-22.2,67.0,0.0,32.7,-31.0,50.8,2
01/14/2024 07,195,2024-01-14T07:00,-23.1,66.0,0.0,33.3,-32.0,50.4,2
01/14/2024 08,231,2024-01-14T08:00,-23.6,64.0,0.0,31.4,-32.2,49.3,1
01/14/2024 09,305,2024-01-14T09:00,-23.4,60.0,0.0,32.7,-32.3,49.7,1
01/14/2024 10,450,2024-01-14T10:00,-22.8,56.0,0.0,33.5,-31.8,51.5,0
01/14/2024 11,525,2024-01-14T11:00,-22.0,53.0,0.0,33.0,-30.9,52.2,0
01/14/2024 12,527,2024-01-14T12:00,-21.3,52.0,0.0,34.2,-30.3,53.3,0
01/14/2024 13,465,2024-01-14T13:00,-21.2,53.0,0.0,34.7,-30.3,54.7,1
01/14/2024 14,514,2024-01-14T14:00,-21.1,51.0,0.0,31.3,-29.7,54.4,0
01/14/2024 15,518,2024-01-14T15:00,-21.2,54.0,0.0,30.6,-29.8,48.6,0
01/14/2024 16,533,2024-01-14T16:00,-22.1,61.0,0.0,31.9,-30.8,48.2,2
01/14/2024 17,509,2024-01-14T17:00,-22.7,65.0,0.0,32.4,-31.4,47.5,1
01/14/2024 18,511,2024-01-14T18:00,-22.6,65.0,0.0,30.8,-31.1,48.2,0
01/14/2024 19,459,2024-01-14T19:00,-22.5,66.0,0.0,26.0,-30.3,39.2,1
01/14/2024 20,409,2024-01-14T20:00,-22.9,67.0,0.0,24.2,-30.4,38.5,0
01/14/2024 21,416,2024-01-14T21:00,-23.1,67.0,0.0,24.0,-30.7,36.7,0
01/14/2024 22,466,2024-01-14T22:00,-23.4,67.0,0.0,22.7,-30.8,36.0,0
01/14/2024 23,428,2024-01-14T23:00,-23.6,66.0,0.0,23.8,-31.1,35.3,0
01/15/2024 00,332,2024-01-15T00:00,-24.0,67.0,0.0,25.1,-31.7,37.4,1
01/15/2024 01,241,2024-01-15T01:00,-24.3,67.0,0.0,25.3,-32.1,37.4,1
01/15/2024 02,137,2024-01-15T02:00,-24.6,67.0,0.0,25.1,-32.3,37.4,1
01/15/2024 03,81,2024-01-15T03:00,-24.7,66.0,0.0,23.9,-32.2,37.1,1
01/15/2024 04,60,2024-01-15T04:00,-24.9,66.0,0.0,22.7,-32.3,35.6,1
01/15/2024 05,117,2024-01-15T05:00,-25.1,67.0,0.0,21.9,-32.4,33.5,2
01/15/2024 06,191,2024-01-15T06:00,-25.2,67.0,0.0,21.8,-32.5,32.8,3
01/15/2024 07,312,2024-01-15T07:00,-23.6,67.0,0.0,21.6,-30.8,32.8,3
01/15/2024 08,416,2024-01-15T08:00,-23.2,67.0,0.0,21.7,-30.4,33.1,3
01/15/2024 09,553,2024-01-15T09:00,-22.4,63.0,0.0,25.1,-30.1,37.8,3
01/15/2024 10,605,2024-01-15T10:00,-21.2,57.0,0.0,24.7,-28.8,40.0,3
01/15/2024 11,655,2024-01-15T11:00,-19.7,53.0,0.0,23.9,-27.2,40.3,3
01/15/2024 12,648,2024-01-15T12:00,-18.7,51.0,0.0,24.4,-26.3,40.0,3
01/15/2024 13,649,2024-01-15T13:00,-18.0,51.0,0.0,23.2,-25.4,40.0,3
01/15/2024 14,702,2024-01-15T14:00,-17.7,52.0,0.0,21.8,-24.9,38.2,3
01/15/2024 15,759,2024-01-15T15:00,-18.0,55.0,0.0,21.8,-25.2,35.6,3
01/15/2024 16,755,2024-01-15T16:00,-18.7,59.0,0.0,21.7,-25.9,36.0,3
01/15/2024 17,773,2024-01-15T17:00,-19.8,65.0,0.0,21.5,-26.9,33.8,3
01/15/2024 18,631,2024-01-15T18:00,-19.8,65.0,0.0,21.6,-27.0,32.0,3
01/15/2024 19,618,2024-01-15T19:00,-19.5,67.0,0.0,20.3,-26.5,31.0,3
01/15/2024 20,568,2024-01-15T20:00,-19.5,66.0,0.0,21.6,-26.6,31.3,3
01/15/2024 21,527,2024-01-15T21:00,-19.5,65.0,0.0,24.5,-27.1,36.4,3
01/15/2024 22,426,2024-01-15T22:00,-19.6,65.0,0.0,24.9,-27.2,36.0,3
01/15/2024 23,299,2024-01-15T23:00,-19.5,65.0,0.0,23.7,-27.0,36.7,3
01/16/2024 00,221,2024-01-16T00:00,-19.5,65.0,0.0,26.6,-27.3,37.8,3
01/16/2024 01,193,2024-01-16T01:00,-19.3,67.0,0.0,25.4,-27.0,39.6,71
01/16/2024 02,128,2024-01-16T02:00,-19.3,68.0,0.0,24.7,-26.9,37.4,71
01/16/2024 03,89,2024-01-16T03:00,-19.4,68.0,0.0,25.3,-27.1,37.4,3
01/16/2024 04,61,2024-01-16T04:00,-20.2,68.0,0.0,25.8,-28.0,37.1,2
01/16/2024 05,148,2024-01-16T05:00,-21.3,69.0,0.0,24.9,-29.0,37.4,0
01/16/2024 06,314,2024-01-16T06:00,-22.3,69.0,0.0,23.2,-29.7,36.0,0
01/16/2024 07,582,2024-01-16T07:00,-21.8,69.0,0.0,24.2,-29.4,35.6,0
01/16/2024 08,878,2024-01-16T08:00,-22.0,67.0,0.0,24.6,-29.6,36.0,0
01/16/2024 09,892,2024-01-16T09:00,-21.3,62.0,0.0,28.0,-29.4,42.1,0
01/16/2024 10,872,2024-01-16T10:00,-20.0,57.0,0.0,30.1,-28.4,45.7,0
01/16/2024 11,823,2024-01-16T11:00,-18.8,54.0,0.0,33.8,-27.8,51.5,0
01/16/2024 12,867,2024-01-16T12:00,-17.9,51.0,0.0,35.3,-27.0,54.7,0
01/16/2024 13,805,2024-01-16T13:00,-17.4,49.0,0.0,35.2,-26.5,54.7,0
01/16/2024 14,844,2024-01-16T14:00,-17.1,51.0,0.0,35.1,-26.2,54.0,0
01/16/2024 15,889,2024-01-16T15:00,-17.0,51.0,0.0,34.8,-26.1,53.3,0
01/16/2024 16,948,2024-01-16T16:00,-17.5,57.0,0.0,33.4,-26.3,52.2,0
01/16/2024 17,1064,2024-01-16T17:00,-18.1,62.0,0.0,30.0,-26.5,49.0,0
01/16/2024 18,881,2024-01-16T18:00,-18.4,64.0,0.0,30.1,-26.7,44.3,0
01/16/2024 19,725,2024-01-16T19:00,-17.6,63.0,0.0,29.0,-25.7,41.8,0
01/16/2024 20,579,2024-01-16T20:00,-17.6,62.0,0.0,29.6,-25.9,42.8,0
01/16/2024 21,394,2024-01-16T21:00,-17.5,61.0,0.0,29.6,-25.8,42.8,0
01/16/2024 22,369,2024-01-16T22:00,-17.5,63.0,0.0,29.1,-25.7,42.5,0
01/16/2024 23,293,2024-01-16T23:00,-17.4,64.0,0.0,28.8,-25.6,41.8,0
01/17/2024 00,207,2024-01-17T00:00,-17.4,65.0,0.0,29.1,-25.6,42.1,0
01/17/2024 01,146,2024-01-17T01:00,-17.4,66.0,0.0,27.9,-25.4,41.8,0
01/17/2024 02,67,2024-01-17T02:00,-17.4,65.0,0.0,26.2,-25.2,40.0,0
01/17/2024 03,54,2024-01-17T03:00,-17.5,66.0,0.0,24.8,-25.1,37.8,0
01/17/2024 04,65,2024-01-17T04:00,-17.6,68.0,0.0,24.0,-25.0,35.6,1
01/17/2024 05,143,2024-01-17T05:00,-17.5,68.0,0.0,24.3,-24.9,34.6,2
01/17/2024 06,327,2024-01-17T06:00,-16.8,65.0,0.0,24.8,-24.3,36.0,3
01/17/2024 07,775,2024-01-17T07:00,-16.0,65.0,0.0,23.4,-23.3,33.1,1
01/17/2024 08,1193,2024-01-17T08:00,-15.1,63.0,0.0,23.2,-22.4,34.2,3
01/17/2024 09,1178,2024-01-17T09:00,-13.6,57.0,0.0,22.4,-20.7,33.5,3
01/17/2024 10,1026,2024-01-17T10:00,-11.5,52.0,0.0,25.3,-19.0,38.5,2
01/17/2024 11,912,2024-01-17T11:00,-9.7,49.0,0.0,28.4,-17.6,43.9,3
01/17/2024 12,950,2024-01-17T12:00,-8.7,49.0,0.0,30.2,-16.9,46.8,1
01/17/2024 13,1004,2024-01-17T13:00,-8.2,51.0,0.0,29.0,-16.1,46.8,2
01/17/2024 14,1013,2024-01-17T14:00,-8.0,54.0,0.0,27.4,-15.6,45.0,2
01/17/2024 15,1149,2024-01-17T15:00,-8.1,58.0,0.0,26.6,-15.5,42.5,3
01/17/2024 16,1232,2024-01-17T16:00,-8.6,64.0,0.0,23.0,-15.5,40.3,3
01/17/2024 17,1370,2024-01-17T17:00,-9.7,72.0,0.0,19.0,-16.0,33.5,3
01/17/2024 18,1096,2024-01-17T18:00,-9.7,73.0,0.0,16.9,-15.7,26.6,3
01/17/2024 19,881,2024-01-17T19:00,-9.1,77.0,0.0,17.1,-15.1,23.8,3
01/17/2024 20,674,2024-01-17T20:00,-8.6,77.0,0.0,16.8,-14.4,25.6,3
01/17/2024 21,545,2024-01-17T21:00,-8.3,77.0,0.0,16.4,-14.1,23.8,3
01/17/2024 22,330,2024-01-17T22:00,-8.1,78.0,0.1,16.6,-13.9,24.5,71
01/17/2024 23,287,2024-01-17T23:00,-7.9,78.0,0.1,14.1,-13.3,23.8,71
01/18/2024 00,190,2024-01-18T00:00,-7.8,79.0,0.1,11.6,-12.8,20.2,71
01/18/2024 01,59,2024-01-18T01:00,-7.7,80.0,0.1,8.7,-12.3,16.6,71
01/18/2024 02,29,2024-01-18T02:00,-8.0,84.0,0.1,5.7,-12.2,11.9,71
01/18/2024 03,34,2024-01-18T03:00,-8.2,86.0,0.0,5.1,-12.3,7.2,3
01/18/2024 04,44,2024-01-18T04:00,-8.6,88.0,0.0,4.7,-12.6,6.5,3
01/18/2024 05,140,2024-01-18T05:00,-8.6,88.0,0.0,5.8,-12.8,7.2,3
01/18/2024 06,333,2024-01-18T06:00,-9.3,90.0,0.0,7.9,-13.8,10.1,2
01/18/2024 07,674,2024-01-18T07:00,-8.3,90.0,0.0,6.9,-12.5,9.0,3
01/18/2024 08,1058,2024-01-18T08:00,-8.0,81.0,0.0,7.4,-12.4,11.2,3
01/18/2024 09,1085,2024-01-18T09:00,-7.3,62.0,0.0,9.2,-12.1,17.3,1
01/18/2024 10,940,2024-01-18T10:00,-6.4,54.0,0.0,7.0,-11.0,16.9,2
01/18/2024 11,946,2024-01-18T11:00,-5.4,48.0,0.0,6.2,-9.9,16.9,2
01/18/2024 12,944,2024-01-18T12:00,-4.9,52.0,0.0,5.5,-9.2,16.2,3
01/18/2024 13,947,2024-01-18T13:00,-4.5,56.0,0.0,7.4,-9.0,16.9,3
01/18/2024 14,1048,2024-01-18T14:00,-4.5,61.0,0.0,11.6,-9.6,21.2,3
01/18/2024 15,1215,2024-01-18T15:00,-5.2,65.0,0.0,15.6,-10.8,25.2,3
01/18/2024 16,1230,2024-01-18T16:00,-5.7,62.0,0.0,16.7,-11.5,25.6,3
01/18/2024 17,1344,2024-01-18T17:00,-6.0,64.0,0.0,16.5,-11.8,25.6,3
01/18/2024 18,1172,2024-01-18T18:00,-6.2,68.0,0.0,17.4,-12.1,25.2,3
01/18/2024 19,1062,2024-01-18T19:00,-6.6,72.0,0.1,17.1,-12.4,25.2,71
01/18/2024 20,832,2024-01-18T20:00,-7.2,73.0,0.1,18.7,-13.3,27.4,71
01/18/2024 21,604,2024-01-18T21:00,-8.3,75.0,0.1,21.1,-14.8,31.0,71
01/18/2024 22,494,2024-01-18T22:00,-9.6,74.0,0.2,23.4,-16.5,34.6,71
01/18/2024 23,353,2024-01-18T23:00,-10.6,72.0,0.3,20.0,-17.1,34.9,73
01/19/2024 00,229,2024-01-19T00:00,-11.2,74.0,0.4,20.6,-17.8,31.3,73
01/19/2024 01,86,2024-01-19T01:00,-10.8,69.0,0.5,24.0,-17.9,36.0,73
01/19/2024 02,37,2024-01-19T02:00,-10.9,72.0,0.5,23.0,-17.8,35.6,73
01/19/2024 03,39,2024-01-19T03:00,-11.0,72.0,0.4,26.0,-18.4,38.2,73
01/19/2024 04,55,2024-01-19T04:00,-10.8,71.0,0.2,27.1,-18.4,39.6,71
01/19/2024 05,148,2024-01-19T05:00,-11.4,71.0,0.2,30.3,-19.5,43.6,71
01/19/2024 06,306,2024-01-19T06:00,-11.9,73.0,0.2,30.5,-20.0,44.3,71
01/19/2024 07,581,2024-01-19T07:00,-12.0,73.0,0.1,29.2,-19.9,42.1,71
01/19/2024 08,850,2024-01-19T08:00,-12.0,71.0,0.1,29.3,-19.9,43.2,71
01/19/2024 09,899,2024-01-19T09:00,-12.2,69.0,0.1,27.2,-19.9,42.8,71
01/19/2024 10,784,2024-01-19T10:00,-12.5,67.0,0.1,26.4,-20.0,40.0,71
01/19/2024 11,841,2024-01-19T11:00,-12.3,67.0,0.1,24.5,-19.6,39.6,71
01/19/2024 12,925,2024-01-19T12:00,-11.6,64.0,0.1,23.7,-18.8,36.7,71
01/19/2024 13,953,2024-01-19T13:00,-10.9,62.0,0.1,23.9,-18.1,35.3,71
01/19/2024 14,929,2024-01-19T14:00,-10.8,61.0,0.0,23.9,-18.0,36.0,3
01/19/2024 15,1128,2024-01-19T15:00,-11.1,61.0,0.0,23.8,-18.3,34.9,3
01/19/2024 16,1186,2024-01-19T16:00,-12.0,66.0,0.0,23.9,-19.2,35.3,3
01/19/2024 17,1327,2024-01-19T17:00,-12.6,69.0,0.0,24.2,-19.9,34.9,3
01/19/2024 18,1298,2024-01-19T18:00,-12.9,68.0,0.1,26.2,-20.4,37.8,71
01/19/2024 19,1125,2024-01-19T19:00,-13.0,70.0,0.1,25.5,-20.4,37.1,71
01/19/2024 20,758,2024-01-19T20:00,-13.3,71.0,0.0,25.0,-20.6,37.1,3
01/19/2024 21,649,2024-01-19T21:00,-13.6,72.0,0.0,23.5,-20.8,36.0,3
01/19/2024 22,569,2024-01-19T22:00,-14.1,73.0,0.0,23.3,-21.3,33.8,3
01/19/2024 23,500,2024-01-19T23:00,-14.5,73.0,0.0,25.1,-22.0,36.0,3
01/20/2024 00,342,2024-01-20T00:00,-14.8,72.0,0.0,24.8,-22.2,37.1,3
01/20/2024 01,226,2024-01-20T01:00,-14.8,71.0,0.0,24.3,-22.1,36.4,3
01/20/2024 02,122,2024-01-20T02:00,-15.3,73.0,0.0,24.1,-22.6,36.0,3
01/20/2024 03,74,2024-01-20T03:00,-14.8,72.0,0.0,25.5,-22.3,36.4,3
01/20/2024 04,63,2024-01-20T04:00,-14.6,72.0,0.0,24.0,-21.9,36.4,3
01/20/2024 05,77,2024-01-20T05:00,-14.8,73.0,0.0,24.7,-22.2,35.3,3
01/20/2024 06,136,2024-01-20T06:00,-15.1,74.0,0.0,24.6,-22.4,35.6,0
01/20/2024 07,184,2024-01-20T07:00,-14.3,72.0,0.0,23.1,-21.5,35.3,2
01/20/2024 08,282,2024-01-20T08:00,-14.0,69.0,0.0,20.4,-20.7,33.1,0
01/20/2024 09,420,2024-01-20T09:00,-12.6,62.0,0.0,20.2,-19.3,30.6,0
01/20/2024 10,551,2024-01-20T10:00,-11.3,57.0,0.0,22.8,-18.4,36.0,0
01/20/2024 11,616,2024-01-20T11:00,-9.9,52.0,0.0,22.5,-16.9,37.1,0
01/20/2024 12,672,2024-01-20T12:00,-8.6,48.0,0.0,20.6,-15.3,36.4,0
01/20/2024 13,762,2024-01-20T13:00,-7.5,43.0,0.0,20.3,-14.2,34.6,0
01/20/2024 14,811,2024-01-20T14:00,-7.2,40.0,0.0,20.7,-14.0,33.8,0
01/20/2024 15,811,2024-01-20T15:00,-7.5,43.0,0.0,20.1,-14.2,33.5,0
01/20/2024 16,777,2024-01-20T16:00,-8.6,49.0,0.0,18.0,-14.9,31.7,0
01/20/2024 17,867,2024-01-20T17:00,-10.4,62.0,0.0,16.3,-16.5,26.3,0
01/20/2024 18,1007,2024-01-20T18:00,-11.6,67.0,0.0,17.4,-17.9,24.1,0
01/20/2024 19,867,2024-01-20T19:00,-12.5,72.0,0.0,17.3,-18.7,26.3,0
01/20/2024 20,631,2024-01-20T20:00,-13.3,73.0,0.0,14.4,-19.1,24.1,0
01/20/2024 21,550,2024-01-20T21:00,-14.2,74.0,0.0,13.0,-19.8,20.2,0
01/20/2024 22,535,2024-01-20T22:00,-14.8,73.0,0.0,13.8,-20.6,19.4,0
01/20/2024 23,434,2024-01-20T23:00,-15.3,71.0,0.0,12.4,-20.9,19.8,0
01/21/2024 00,323,2024-01-21T00:00,-15.8,72.0,0.0,13.1,-21.6,18.0,0
01/21/2024 01,232,2024-01-21T01:00,-16.3,71.0,0.0,13.2,-22.0,19.1,0
01/21/2024 02,167,2024-01-21T02:00,-16.8,71.0,0.0,12.0,-22.4,18.4,0
01/21/2024 03,88,2024-01-21T03:00,-17.3,72.0,0.0,12.1,-22.9,17.3,0
01/21/2024 04,97,2024-01-21T04:00,-17.8,73.0,0.0,10.0,-23.1,16.9,0
01/21/2024 05,78,2024-01-21T05:00,-18.2,74.0,0.0,10.7,-23.6,15.5,0
01/21/2024 06,149,2024-01-21T06:00,-18.5,73.0,0.0,10.6,-23.9,16.2,3
01/21/2024 07,199,2024-01-21T07:00,-18.3,73.0,0.0,10.4,-23.8,15.8,0
